,Filename,Model,Name,Species,n_elect,ENMAX
417,potpaw/Cr_sv/POTCAR,lda,Cr_sv-lda,['Cr'],14.0,395.443
418,potpaw/Cr_sv_GW/POTCAR,lda,Cr_sv_GW-lda,['Cr'],14.0,384.753
419,potpaw/Cs/POTCAR,lda,Cs-lda,['Cs'],9.0,220.727
420,potpaw/Cs_sv/POTCAR,lda,Cs_sv-lda,['Cs'],9.0,220.727
421,potpaw/Cs_sv_GW/POTCAR,lda,Cs_sv_GW-lda,['Cs'],9.0,198.012
422,potpaw/Cu/POTCAR,lda,Cu-lda,['Cu'],11.0,295.521
423,potpaw/Cu_GW/POTCAR,lda,Cu_GW-lda,['Cu'],11.0,417.032
424,potpaw/Cu_pv/POTCAR,lda,Cu_pv-lda,['Cu'],17.0,368.406
425,potpaw/Cu_pv_GW/POTCAR,lda,Cu_pv_GW-lda,['Cu'],17.0,466.991
426,potpaw/Cu_sv_GW/POTCAR,lda,Cu_sv_GW-lda,['Cu'],19.0,391.702
427,potpaw/F/POTCAR,lda,F-lda,['F'],7.0,400.0
428,potpaw/F_GW/POTCAR,lda,F_GW-lda,['F'],7.0,487.335
429,potpaw/F_GW_new/POTCAR,lda,F_GW_new-lda,['F'],7.0,487.335
430,potpaw/F_h/POTCAR,lda,F_h-lda,['F'],7.0,772.351
431,potpaw/F_h_GW/POTCAR,lda,F_h_GW-lda,['F'],7.0,847.822
432,potpaw/F_s/POTCAR,lda,F_s-lda,['F'],7.0,289.647
433,potpaw/Fe/POTCAR,lda,Fe-lda,['Fe'],8.0,267.969
434,potpaw/Fe_GW/POTCAR,lda,Fe_GW-lda,['Fe'],8.0,321.044
435,potpaw/Fe_pv/POTCAR,lda,Fe_pv-lda,['Fe'],14.0,293.303
436,potpaw/Fe_sv/POTCAR,lda,Fe_sv-lda,['Fe'],16.0,390.513
437,potpaw/Fe_sv_GW/POTCAR,lda,Fe_sv_GW-lda,['Fe'],16.0,387.727
438,potpaw/Fr_sv/POTCAR,lda,Fr_sv-lda,['Fr'],9.0,214.489
439,potpaw/Ga/POTCAR,lda,Ga-lda,['Ga'],3.0,134.8
440,potpaw/Ga_GW/POTCAR,lda,Ga_GW-lda,['Ga'],3.0,134.8
441,potpaw/Ga_d/POTCAR,lda,Ga_d-lda,['Ga'],13.0,282.829
442,potpaw/Ga_d_GW/POTCAR,lda,Ga_d_GW-lda,['Ga'],13.0,404.723
443,potpaw/Ga_h/POTCAR,lda,Ga_h-lda,['Ga'],13.0,404.723
444,potpaw/Ga_pv_GW/POTCAR,lda,Ga_pv_GW-lda,['Ga'],19.0,422.753
445,potpaw/Ga_sv_GW/POTCAR,lda,Ga_sv_GW-lda,['Ga'],21.0,404.723
446,potpaw/Ge/POTCAR,lda,Ge-lda,['Ge'],4.0,173.969
447,potpaw/Ge_GW/POTCAR,lda,Ge_GW-lda,['Ge'],4.0,173.969
448,potpaw/Ge_d/POTCAR,lda,Ge_d-lda,['Ge'],14.0,310.448
449,potpaw/Ge_d_GW/POTCAR,lda,Ge_d_GW-lda,['Ge'],14.0,375.614
450,potpaw/Ge_h/POTCAR,lda,Ge_h-lda,['Ge'],14.0,410.604
451,potpaw/Ge_sv_GW/POTCAR,lda,Ge_sv_GW-lda,['Ge'],22.0,410.604
452,potpaw/H/POTCAR,lda,H-lda,['H'],1.0,250.0
453,potpaw/H.25/POTCAR,lda,H.25-lda,['H.25'],0.25,250.0
454,potpaw/H.33/POTCAR,lda,H.33-lda,['H.33'],0.33,250.0
455,potpaw/H.42/POTCAR,lda,H.42-lda,['H.42'],0.42,250.0
456,potpaw/H.5/POTCAR,lda,H.5-lda,['H.5'],0.5,250.0
457,potpaw/H.58/POTCAR,lda,H.58-lda,['H.58'],0.58,250.0
458,potpaw/H.66/POTCAR,lda,H.66-lda,['H.66'],0.66,250.0
459,potpaw/H.75/POTCAR,lda,H.75-lda,['H.75'],0.75,250.0
460,potpaw/H1.25/POTCAR,lda,H1.25-lda,['H1.25'],1.25,250.0
461,potpaw/H1.33/POTCAR,lda,H1.33-lda,['H1.33'],1.33,250.0
462,potpaw/H1.5/POTCAR,lda,H1.5-lda,['H1.5'],1.5,250.0
463,potpaw/H1.66/POTCAR,lda,H1.66-lda,['H1.66'],1.66,250.0
464,potpaw/H1.75/POTCAR,lda,H1.75-lda,['H1.75'],1.75,250.0
465,potpaw/H_AE/POTCAR,lda,H_AE-lda,['H'],1.0,1000.0
466,potpaw/H_GW/POTCAR,lda,H_GW-lda,['H'],1.0,300.0
467,potpaw/H_h/POTCAR,lda,H_h-lda,['H'],1.0,700.0
468,potpaw/H_h_GW/POTCAR,lda,H_h_GW-lda,['H'],1.0,700.0
469,potpaw/H_s/POTCAR,lda,H_s-lda,['H'],1.0,200.0
470,potpaw/He/POTCAR,lda,He-lda,['He'],2.0,477.779
471,potpaw/He_GW/POTCAR,lda,He_GW-lda,['He'],2.0,404.806
472,potpaw/Hf/POTCAR,lda,Hf-lda,['Hf'],4.0,220.431
473,potpaw/Hf_pv/POTCAR,lda,Hf_pv-lda,['Hf'],10.0,220.431
474,potpaw/Hf_sv/POTCAR,lda,Hf_sv-lda,['Hf'],12.0,237.414
475,potpaw/Hf_sv_GW/POTCAR,lda,Hf_sv_GW-lda,['Hf'],12.0,282.716
476,potpaw/Hg/POTCAR,lda,Hg-lda,['Hg'],12.0,233.142
477,potpaw/Hg_sv_GW/POTCAR,lda,Hg_sv_GW-lda,['Hg'],20.0,311.949
478,potpaw/I/POTCAR,lda,I-lda,['I'],7.0,175.712
479,potpaw/I_GW/POTCAR,lda,I_GW-lda,['I'],7.0,175.712
480,potpaw/I_sv_GW/POTCAR,lda,I_sv_GW-lda,['I'],25.0,381.757
481,potpaw/In/POTCAR,lda,In-lda,['In'],3.0,96.062
482,potpaw/In_d/POTCAR,lda,In_d-lda,['In'],13.0,239.196
483,potpaw/In_d_GW/POTCAR,lda,In_d_GW-lda,['In'],13.0,278.582
484,potpaw/In_sv_GW/POTCAR,lda,In_sv_GW-lda,['In'],21.0,366.636
485,potpaw/Ir/POTCAR,lda,Ir-lda,['Ir'],9.0,210.837
486,potpaw/Ir_sv_GW/POTCAR,lda,Ir_sv_GW-lda,['Ir'],17.0,319.708
487,potpaw/K/POTCAR,lda,K-lda,['K'],9.0,259.28
488,potpaw/K_pv/POTCAR,lda,K_pv-lda,['K'],7.0,116.596
489,potpaw/K_sv/POTCAR,lda,K_sv-lda,['K'],9.0,259.279
490,potpaw/K_sv_GW/POTCAR,lda,K_sv_GW-lda,['K'],9.0,248.606
491,potpaw/Kr/POTCAR,lda,Kr-lda,['Kr'],8.0,185.392
492,potpaw/Kr_GW/POTCAR,lda,Kr_GW-lda,['Kr'],8.0,252.563
493,potpaw/La/POTCAR,lda,La-lda,['La'],11.0,219.044
494,potpaw/La_GW/POTCAR,lda,La_GW-lda,['La'],11.0,313.728
495,potpaw/La_s/POTCAR,lda,La_s-lda,['La'],9.0,136.594
496,potpaw/Li/POTCAR,lda,Li-lda,['Li'],1.0,140.0
497,potpaw/Li_AE_GW/POTCAR,lda,Li_AE_GW-lda,['Li'],3.0,433.253
498,potpaw/Li_GW/POTCAR,lda,Li_GW-lda,['Li'],1.0,112.417
499,potpaw/Li_sv/POTCAR,lda,Li_sv-lda,['Li'],3.0,498.387
500,potpaw/Li_sv_GW/POTCAR,lda,Li_sv_GW-lda,['Li'],3.0,433.253
501,potpaw/Mg/POTCAR,lda,Mg-lda,['Mg'],2.0,200.0
502,potpaw/Mg_GW/POTCAR,lda,Mg_GW-lda,['Mg'],2.0,126.671
503,potpaw/Mg_pv/POTCAR,lda,Mg_pv-lda,['Mg'],8.0,403.538
504,potpaw/Mg_pv_GW/POTCAR,lda,Mg_pv_GW-lda,['Mg'],8.0,403.538
505,potpaw/Mg_sv/POTCAR,lda,Mg_sv-lda,['Mg'],10.0,473.54
506,potpaw/Mg_sv_GW/POTCAR,lda,Mg_sv_GW-lda,['Mg'],10.0,430.099
507,potpaw/Mn/POTCAR,lda,Mn-lda,['Mn'],7.0,269.944
508,potpaw/Mn_GW/POTCAR,lda,Mn_GW-lda,['Mn'],7.0,278.537
509,potpaw/Mn_pv/POTCAR,lda,Mn_pv-lda,['Mn'],13.0,269.944
510,potpaw/Mn_sv/POTCAR,lda,Mn_sv-lda,['Mn'],15.0,387.112
511,potpaw/Mn_sv_GW/POTCAR,lda,Mn_sv_GW-lda,['Mn'],15.0,384.488
512,potpaw/Mo/POTCAR,lda,Mo-lda,['Mo'],6.0,224.535
513,potpaw/Mo_pv/POTCAR,lda,Mo_pv-lda,['Mo'],12.0,224.535
514,potpaw/Mo_sv/POTCAR,lda,Mo_sv-lda,['Mo'],14.0,236.514
515,potpaw/Mo_sv_GW/POTCAR,lda,Mo_sv_GW-lda,['Mo'],14.0,344.65
516,potpaw/N/POTCAR,lda,N-lda,['N'],5.0,400.0
517,potpaw/N_GW/POTCAR,lda,N_GW-lda,['N'],5.0,420.681
518,potpaw/N_GW_new/POTCAR,lda,N_GW_new-lda,['N'],5.0,420.681
519,potpaw/N_h/POTCAR,lda,N_h-lda,['N'],5.0,700.0
520,potpaw/N_h_GW/POTCAR,lda,N_h_GW-lda,['N'],5.0,755.833
521,potpaw/N_s/POTCAR,lda,N_s-lda,['N'],5.0,279.424
522,potpaw/N_s_GW/POTCAR,lda,N_s_GW-lda,['N'],5.0,296.222
523,potpaw/Na/POTCAR,lda,Na-lda,['Na'],1.0,101.956
524,potpaw/Na_pv/POTCAR,lda,Na_pv-lda,['Na'],7.0,259.494
525,potpaw/Na_sv/POTCAR,lda,Na_sv-lda,['Na'],9.0,644.874
526,potpaw/Na_sv_GW/POTCAR,lda,Na_sv_GW-lda,['Na'],9.0,372.86
527,potpaw/Nb/POTCAR,lda,Nb-lda,['Nb'],13.0,293.304
528,potpaw/Nb_pv/POTCAR,lda,Nb_pv-lda,['Nb'],11.0,207.263
529,potpaw/Nb_sv/POTCAR,lda,Nb_sv-lda,['Nb'],13.0,293.304
530,potpaw/Nb_sv_GW/POTCAR,lda,Nb_sv_GW-lda,['Nb'],13.0,353.857
531,potpaw/Ne/POTCAR,lda,Ne-lda,['Ne'],8.0,343.403
532,potpaw/Ne_GW/POTCAR,lda,Ne_GW-lda,['Ne'],8.0,431.952
533,potpaw/Ne_GW_soft/POTCAR,lda,Ne_GW_soft-lda,['Ne'],8.0,317.594
534,potpaw/Ne_s_GW/POTCAR,lda,Ne_s_GW-lda,['Ne'],8.0,317.594
535,potpaw/Ni/POTCAR,lda,Ni-lda,['Ni'],10.0,269.618
536,potpaw/Ni_GW/POTCAR,lda,Ni_GW-lda,['Ni'],10.0,357.352
537,potpaw/Ni_pv/POTCAR,lda,Ni_pv-lda,['Ni'],16.0,367.726
538,potpaw/Ni_sv_GW/POTCAR,lda,Ni_sv_GW-lda,['Ni'],18.0,389.485
539,potpaw/Np/POTCAR,lda,Np-lda,['Np'],15.0,254.349
540,potpaw/Np_s/POTCAR,lda,Np_s-lda,['Np'],15.0,213.932
541,potpaw/O/POTCAR,lda,O-lda,['O'],6.0,400.0
542,potpaw/O_GW/POTCAR,lda,O_GW-lda,['O'],6.0,414.315
543,potpaw/O_GW_new/POTCAR,lda,O_GW_new-lda,['O'],6.0,433.745
544,potpaw/O_h/POTCAR,lda,O_h-lda,['O'],6.0,700.0
545,potpaw/O_h_GW/POTCAR,lda,O_h_GW-lda,['O'],6.0,765.442
546,potpaw/O_s/POTCAR,lda,O_s-lda,['O'],6.0,282.604
547,potpaw/O_s_GW/POTCAR,lda,O_s_GW-lda,['O'],6.0,334.366
548,potpaw/Os/POTCAR,lda,Os-lda,['Os'],8.0,228.023
549,potpaw/Os_pv/POTCAR,lda,Os_pv-lda,['Os'],14.0,228.023
550,potpaw/Os_sv_GW/POTCAR,lda,Os_sv_GW-lda,['Os'],16.0,319.628
551,potpaw/P/POTCAR,lda,P-lda,['P'],5.0,255.155
552,potpaw/P_GW/POTCAR,lda,P_GW-lda,['P'],5.0,255.155
553,potpaw/P_h/POTCAR,lda,P_h-lda,['P'],5.0,390.903
554,potpaw/Pa/POTCAR,lda,Pa-lda,['Pa'],13.0,252.31
555,potpaw/Pa_s/POTCAR,lda,Pa_s-lda,['Pa'],11.0,193.642
556,potpaw/Pb/POTCAR,lda,Pb-lda,['Pb'],4.0,98.039
557,potpaw/Pb_d/POTCAR,lda,Pb_d-lda,['Pb'],14.0,237.817
558,potpaw/Pb_d_GW/POTCAR,lda,Pb_d_GW-lda,['Pb'],16.0,237.793
559,potpaw/Pb_sv_GW/POTCAR,lda,Pb_sv_GW-lda,['Pb'],22.0,317.138
560,potpaw/Pd/POTCAR,lda,Pd-lda,['Pd'],10.0,250.832
561,potpaw/Pd_GW/POTCAR,lda,Pd_GW-lda,['Pd'],10.0,250.832
562,potpaw/Pd_pv/POTCAR,lda,Pd_pv-lda,['Pd'],16.0,250.832
563,potpaw/Pd_sv_GW/POTCAR,lda,Pd_sv_GW-lda,['Pd'],18.0,355.88
564,potpaw/Po/POTCAR,lda,Po-lda,['Po'],6.0,159.801
565,potpaw/Po_d/POTCAR,lda,Po_d-lda,['Po'],16.0,264.606
566,potpaw/Po_d_GW/POTCAR,lda,Po_d_GW-lda,['Po'],18.0,267.666
567,potpaw/Po_sv_GW/POTCAR,lda,Po_sv_GW-lda,['Po'],24.0,326.653
568,potpaw/Pt/POTCAR,lda,Pt-lda,['Pt'],10.0,230.228
569,potpaw/Pt_GW/POTCAR,lda,Pt_GW-lda,['Pt'],10.0,248.657
570,potpaw/Pt_pv/POTCAR,lda,Pt_pv-lda,['Pt'],16.0,294.53
571,potpaw/Pt_pv_GW/POTCAR,lda,Pt_pv_GW-lda,['Pt'],16.0,248.657
572,potpaw/Pt_sv_GW/POTCAR,lda,Pt_sv_GW-lda,['Pt'],18.0,323.536
573,potpaw/Pu/POTCAR,lda,Pu-lda,['Pu'],16.0,254.436
574,potpaw/Pu_s/POTCAR,lda,Pu_s-lda,['Pu'],16.0,211.493
575,potpaw/Ra_sv/POTCAR,lda,Ra_sv-lda,['Ra'],10.0,237.216
576,potpaw/Rb/POTCAR,lda,Rb-lda,['Rb'],9.0,220.215
577,potpaw/Rb_pv/POTCAR,lda,Rb_pv-lda,['Rb'],7.0,122.21
578,potpaw/Rb_sv/POTCAR,lda,Rb_sv-lda,['Rb'],9.0,220.215
579,potpaw/Rb_sv_GW/POTCAR,lda,Rb_sv_GW-lda,['Rb'],9.0,220.92
580,potpaw/Re/POTCAR,lda,Re-lda,['Re'],7.0,226.25
581,potpaw/Re_pv/POTCAR,lda,Re_pv-lda,['Re'],13.0,226.25
582,potpaw/Re_sv_GW/POTCAR,lda,Re_sv_GW-lda,['Re'],15.0,316.85
583,potpaw/Rh/POTCAR,lda,Rh-lda,['Rh'],9.0,228.926
584,potpaw/Rh_GW/POTCAR,lda,Rh_GW-lda,['Rh'],9.0,247.321
585,potpaw/Rh_pv/POTCAR,lda,Rh_pv-lda,['Rh'],15.0,247.321
586,potpaw/Rh_pv_GW/POTCAR,lda,Rh_pv_GW-lda,['Rh'],15.0,247.321
587,potpaw/Rh_sv_GW/POTCAR,lda,Rh_sv_GW-lda,['Rh'],17.0,350.989
588,potpaw/Rn/POTCAR,lda,Rn-lda,['Rn'],8.0,152.086
589,potpaw/Rn_d_GW/POTCAR,lda,Rn_d_GW-lda,['Rn'],18.0,268.546
590,potpaw/Rn_sv_GW/POTCAR,lda,Rn_sv_GW-lda,['Rn'],26.0,331.257
591,potpaw/Ru/POTCAR,lda,Ru-lda,['Ru'],8.0,213.221
592,potpaw/Ru_pv/POTCAR,lda,Ru_pv-lda,['Ru'],14.0,239.907
593,potpaw/Ru_pv_GW/POTCAR,lda,Ru_pv_GW-lda,['Ru'],14.0,239.907
594,potpaw/Ru_sv/POTCAR,lda,Ru_sv-lda,['Ru'],16.0,318.687
595,potpaw/Ru_sv_GW/POTCAR,lda,Ru_sv_GW-lda,['Ru'],16.0,347.881
596,potpaw/S/POTCAR,lda,S-lda,['S'],6.0,258.602
597,potpaw/S_GW/POTCAR,lda,S_GW-lda,['S'],6.0,258.602
598,potpaw/S_h/POTCAR,lda,S_h-lda,['S'],6.0,402.84
599,potpaw/Sb/POTCAR,lda,Sb-lda,['Sb'],5.0,172.301
600,potpaw/Sb_GW/POTCAR,lda,Sb_GW-lda,['Sb'],5.0,172.301
601,potpaw/Sb_d_GW/POTCAR,lda,Sb_d_GW-lda,['Sb'],15.0,263.147
602,potpaw/Sb_sv_GW/POTCAR,lda,Sb_sv_GW-lda,['Sb'],23.0,372.498
603,potpaw/Sc/POTCAR,lda,Sc-lda,['Sc'],3.0,155.006
604,potpaw/Sc_sv/POTCAR,lda,Sc_sv-lda,['Sc'],11.0,222.7
605,potpaw/Sc_sv_GW/POTCAR,lda,Sc_sv_GW-lda,['Sc'],11.0,378.598
606,potpaw/Se/POTCAR,lda,Se-lda,['Se'],6.0,211.602
607,potpaw/Se_GW/POTCAR,lda,Se_GW-lda,['Se'],6.0,211.602
608,potpaw/Se_sv_GW/POTCAR,lda,Se_sv_GW-lda,['Se'],24.0,469.258
609,potpaw/Si/POTCAR,lda,Si-lda,['Si'],4.0,245.704
610,potpaw/Si_GW/POTCAR,lda,Si_GW-lda,['Si'],4.0,245.704
611,potpaw/Si_sv_GW/POTCAR,lda,Si_sv_GW-lda,['Si'],12.0,546.548
612,potpaw/Sn/POTCAR,lda,Sn-lda,['Sn'],4.0,103.318
613,potpaw/Sn_d/POTCAR,lda,Sn_d-lda,['Sn'],14.0,241.107
614,potpaw/Sn_d_GW/POTCAR,lda,Sn_d_GW-lda,['Sn'],14.0,260.086
615,potpaw/Sn_sv_GW/POTCAR,lda,Sn_sv_GW-lda,['Sn'],22.0,368.704
616,potpaw/Sr/POTCAR,lda,Sr-lda,['Sr'],10.0,226.327
617,potpaw/Sr_sv/POTCAR,lda,Sr_sv-lda,['Sr'],10.0,226.327
618,potpaw/Sr_sv_GW/POTCAR,lda,Sr_sv_GW-lda,['Sr'],10.0,224.532
619,potpaw/Ta/POTCAR,lda,Ta-lda,['Ta'],5.0,223.759
620,potpaw/Ta_pv/POTCAR,lda,Ta_pv-lda,['Ta'],11.0,223.759
621,potpaw/Ta_sv_GW/POTCAR,lda,Ta_sv_GW-lda,['Ta'],13.0,285.798
622,potpaw/Tc/POTCAR,lda,Tc-lda,['Tc'],7.0,228.636
623,potpaw/Tc_pv/POTCAR,lda,Tc_pv-lda,['Tc'],13.0,263.345
624,potpaw/Tc_sv/POTCAR,lda,Tc_sv-lda,['Tc'],15.0,318.479
625,potpaw/Tc_sv_GW/POTCAR,lda,Tc_sv_GW-lda,['Tc'],15.0,350.798
626,potpaw/Te/POTCAR,lda,Te-lda,['Te'],6.0,175.144
627,potpaw/Te_GW/POTCAR,lda,Te_GW-lda,['Te'],6.0,175.144
628,potpaw/Te_sv_GW/POTCAR,lda,Te_sv_GW-lda,['Te'],24.0,376.686
629,potpaw/Th/POTCAR,lda,Th-lda,['Th'],12.0,247.389
630,potpaw/Th_s/POTCAR,lda,Th_s-lda,['Th'],10.0,169.575
631,potpaw/Ti/POTCAR,lda,Ti-lda,['Ti'],4.0,178.52
632,potpaw/Ti_pv/POTCAR,lda,Ti_pv-lda,['Ti'],10.0,222.435
633,potpaw/Ti_sv/POTCAR,lda,Ti_sv-lda,['Ti'],12.0,274.719
634,potpaw/Ti_sv_GW/POTCAR,lda,Ti_sv_GW-lda,['Ti'],12.0,383.48
635,potpaw/Tl/POTCAR,lda,Tl-lda,['Tl'],3.0,90.239
636,potpaw/Tl_d/POTCAR,lda,Tl_d-lda,['Tl'],13.0,237.001
637,potpaw/Tl_d_GW/POTCAR,lda,Tl_d_GW-lda,['Tl'],15.0,237.001
638,potpaw/Tl_sv_GW/POTCAR,lda,Tl_sv_GW-lda,['Tl'],21.0,316.502
639,potpaw/U/POTCAR,lda,U-lda,['U'],14.0,252.603
640,potpaw/U_s/POTCAR,lda,U_s-lda,['U'],14.0,209.218
641,potpaw/V/POTCAR,lda,V-lda,['V'],5.0,192.706
642,potpaw/V_pv/POTCAR,lda,V_pv-lda,['V'],11.0,263.722
643,potpaw/V_sv/POTCAR,lda,V_sv-lda,['V'],13.0,263.722
644,potpaw/V_sv_GW/POTCAR,lda,V_sv_GW-lda,['V'],13.0,382.093
645,potpaw/W/POTCAR,lda,W-lda,['W'],6.0,223.126
646,potpaw/W_pv/POTCAR,lda,W_pv-lda,['W'],12.0,223.126
647,potpaw/W_sv/POTCAR,lda,W_sv-lda,['W'],14.0,223.126
648,potpaw/W_sv_GW/POTCAR,lda,W_sv_GW-lda,['W'],14.0,316.943
649,potpaw/Xe/POTCAR,lda,Xe-lda,['Xe'],8.0,153.021
650,potpaw/Xe_GW/POTCAR,lda,Xe_GW-lda,['Xe'],8.0,179.528
651,potpaw/Xe_sv_GW/POTCAR,lda,Xe_sv_GW-lda,['Xe'],26.0,400.581
652,potpaw/Y/POTCAR,lda,Y-lda,['Y'],11.0,211.836
653,potpaw/Y_sv/POTCAR,lda,Y_sv-lda,['Y'],11.0,202.554
654,potpaw/Y_sv_GW/POTCAR,lda,Y_sv_GW-lda,['Y'],11.0,339.94
655,potpaw/Zn/POTCAR,lda,Zn-lda,['Zn'],12.0,276.847
656,potpaw/Zn_GW/POTCAR,lda,Zn_GW-lda,['Zn'],12.0,328.312
657,potpaw/Zn_pv_GW/POTCAR,lda,Zn_pv_GW-lda,['Zn'],18.0,360.353
658,potpaw/Zn_sv_GW/POTCAR,lda,Zn_sv_GW-lda,['Zn'],20.0,401.745
659,potpaw/Zr/POTCAR,lda,Zr-lda,['Zr'],12.0,230.037
660,potpaw/Zr_sv/POTCAR,lda,Zr_sv-lda,['Zr'],12.0,230.037
661,potpaw/Zr_sv_GW/POTCAR,lda,Zr_sv_GW-lda,['Zr'],12.0,346.437
